LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR	address
178.08	total
. 	O
KEDAI PAPAN YEW CHUAN 	company
LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.	address
162.71	total
. 	O
KEDAI PAPAN YEW CHUAN 	company
LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR	address
361.46	total
. 	O
KEDAI PAPAN YEW CHUAN 	company
LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR	address
68.9	total
. 	O
KEDAI PAPAN YEW CHUAN 	company
LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR	address
404.39	total
. 	O
GH DISTRIBUTOR & MARKETING SDN BHD 	company
216, MACALISTER ROAD, 10400 PENANG, 10400 PENANG.	address
85.2	total
. 	O
OCEAN LC PACKAGING ENTERPRISE 	company
41-1, JLN RADIN ANUM 2, SRI PETALING, 57000 KUALA LUMPUR.	address
RM152.00 	total
. 	O
POPULAR BOOK CO. (M) SDN BHD 	company
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA	address
7.3	total
. 	O
KT WONG TRADING 	company
22, JALAN PERINDUSTRIAN HIJAU 5, TAMAN PERINDUSTRIAN HIJAU,	address
489.3	total
. 	O
AMTECH ELECTRICAL SUPPLIES 	company
107,JALAN BANDAR RAWANG 2, PUSAT BANDAR RAWANG, 48000 RAWANG,SELANGOR D E	address
136	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
7.15	total
. 	O
PASAR RAYA MEGA MAJU (SEMENYIH) SDN BHD 	company
NO 24, 25 & 26, JALAN PUSAT PERNIAGAAN BUNGA RAYA 4, PUSAT PERNIAGAAN BUNGA RAYA,	address
30.45	total
. 	O
ONE ONE THREE SEAFOOD RESTAURANT SDN BHD 	company
NO. 1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.	address
59	total
. 	O
ONE ONE THREE SEAFOOD RESTAURANT SDN BHD 	company
NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.	address
35	total
. 	O
ONE ONE THREE SEAFOOD RESTAURANT SDN BHD 	company
NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.	address
87.45	total
. 	O
LIAN HING STATIONERY SDN BHD 	company
NO.32 & 33, JALAN SR 1/9, SEKSYEN 9, TAMAN SERDANG RAYA, 43300 SERI KEMBANGAN, SELANGOR DARUL EHSAN	address
12	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1317 TRILLIUM S6 BESI	address
141.5	total
. 	O
GL HANDICRAFT & TAIL ORING 	company
19, JALAN KANCIL, OFF JALAN PUDU, 55100 KUALA LUMPUR MALAYSIA	address
102	total
. 	O
POPULAR BOOK CO. (M) SDN BHD 	company
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA	address
49.4	total
. 	O
AEON CO. (M) BHD 	company
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR	address
17.7	total
. 	O
LIAN HING STATIONERY SDN BHD 	company
NO.32 & 33, JALAN SR 1/9, SEKSYEN 9, TAMAN SERDANG RAYA, 43300 SERI KEMBANGAN, SELANGOR DARUL EHSAN	address
79.5	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS. SETAPAK. 53200, KUALA LUMPUR.	address
7.42	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS. SETAPAK, 53200, KUALA LUMPUR.	address
29.68	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS. SETAPAK, 53200, KUALA LUMPUR	address
148.4	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
6.36	total
. 	O
IKANO HANDEL SDN BHD 	company
NO 2A JALAN COCHRANE TAMAN MALURI 55100 KUALA LUMPUR 	address
73.3	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
21.2	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
5.3	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
12.72	total
. 	O
ASO ELECTRICAL TRADING SDN BHD 	company
NO 31G, JALAN SEPADU C 25/C, SECTION 25, TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM, SELANGOR.	address
99	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
6	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
39.75	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
9.1	total
. 	O
B & BEST RESTAURANT 	company
NO.12,JALAN SS4C/5,PETALING JAYA SELANGOR DARUL EHSAN	address
7.4	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
6.7	total
. 	O
OLIVE9 PHARMACY SDN BHD 	company
69 JALAN NOVA U5/N, SEKSYEN U5 SUBANG BE	address
12.15	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
4.8	total
. 	O
B & BEST RESTAURANT 	company
NO.12, JALAN SS4C/5,PETALING JAYA SELANGOR DARUL EHSAN	address
14.85	total
. 	O
SEGI CASH & CARRY SDN. BHD. 	company
PT17920 SEK U9, SHAH ALAM	address
50.45	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1313-SUBANG BESTARI	address
42.35	total
. 	O
BILLION SIX ENTERPRISE 	company
NO 3, JALAN TAMAN JASA 2, SECTION U6, 40150 SHAH ALAM.	address
12	total
. 	O
AMANO MALAYSIA SDN BHD 	company
12 JALAN PENGACARA U1/48 TEMASYA INDUSTRIAL PARK 40150 SHAH ALAM SELANGOR 	address
RM1.00 	total
. 	O
AMANO MALAYSIA SDN BHD 	company
12 JALAN PENGACARA U1/48 TEMASYA INDUSTRIAL PARK 40150 SHAH ALAM SELANGOR 	address
RM3.00 	total
. 	O
TANJONGMAS BOOKCENTRE (PJ) SDN BHD 	company
LOT F15, GIANT BANDAR PUTERI JALAN PUTERI 1/1, BDR PUTERI 47100 PUCHONG, SELANGOR	address
62	total
. 	O
PERNIAGAAN RIANG RIA 	company
NO7,JLN UERO,SHAH ALAM.	address
22.6	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
-1.73	total
. 	O
PINGHWAI TRADING SDN BHD 	company
NO.2, JALAN METRO PERDANA TIMUR 11, KEPONG ENTERPRENUERS PARK, OFF JALAN KEPONG, 52100 KUALA LUMPUR.	address
1,007.50	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
36.55	total
. 	O
SANYU STATIONERY SHOP 	company
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM	address
36	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
48.04	total
. 	O
SANYU STATIONERY SHOP 	company
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM	address
33.5	total
. 	O
SANYU STATIONERY SHOP 	company
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM	address
5.8	total
. 	O
PINGHWAI TRADING SDN BHD 	company
NO.2, JALAN METRO PERDANA TIMUR 11, KEPONG ENTERPRENUERS PARK, OFF JALAN KEPONG, 52100 KUALA LUMPUR.	address
616.6	total
. 	O
SANYU STATIONERY SHOP 	company
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM	address
3.9	total
. 	O
SANYU STATIONERY SHOP 	company
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM	address
5.8	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
7.8	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
8.6	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
4.8	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
4.6	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
6.7	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
6.7	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
7.8	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
4.1	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
19.4	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
4.8	total
. 	O
MR. D.I.Y. (KUCHAI) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
17.45	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1249-TMN PANDAN CAHAYA	address
19.9	total
. 	O
OGN GROUP SDN BHD 	company
NO.29M, JALAN DINAR G U3/G, SEKSYEN U3, SUBANG PERDANA, 40150 SHAH ALAM	address
28.3	total
. 	O
DION REALTIES SDN BHD 	company
MENARA DION #02-03, LEVEL 2, 27, JALAN SULTAN ISMAIL, 50250 KUALA LUMPUR.	address
5	total
. 	O
OGN GROUP SDN BHD 	company
NO.29M, JALAN DINAR G U3/G, SEKSYEN U3, SUBANG PERDANA, 40150 SHAH ALAM	address
52.4	total
. 	O
C W KHOO HARDWARE SDN BHD 	company
NO.50, JALAN PBS 14/11, KAWASAN PERINDUSTRIAN BUKIT SERDANG,	address
19	total
. 	O
PANDAH INDAH PULAU KETAM RESTAURANT 	company
M4-A-8, JALAN PANDAH INDAH 4/1A, PANDAH INDAH, 55100 KUALA LUMPUR.	address
93	total
. 	O
FILL IN ENTERPRISE 	company
LOT 2407, JALAN DUA 52100 KEPONG BARU, KL	address
100	total
. 	O
RESTAURANT JIAWEI JIAWEI HOUSE 	company
13, JLN TASIK UTAMA 8 MEDAN NIAGA DAMAI SG BESI 57000 KL	address
27	total
. 	O
DION REALTIES SDN BHD 	company
MENARA DION #02-03, LEVEL 2, 27, JALAN SULTAN ISMAIL, 50250 KUALA LUMPUR.	address
5	total
. 	O
ONE ONE THREE SEAFOOD RESTAURANT SDN BHD 	company
NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.	address
58	total
. 	O
ONE ONE THREE SEAFOOD RESTAURANT SDN BHD 	company
NO. 1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.	address
38	total
. 	O
GL HANDICRAFT & TAIL ORING 	company
19, JALAN KANCIL, OFF JALAN PUDU, 55100 KUALA LUMPUR MALAYSIA	address
102	total
. 	O
ONE ONE THREE SEAFOOD RESTAURANT SDN BHD 	company
NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.	address
179.5	total
. 	O
ONE ONE THREE SEAFOOD RESTAURANT SDN BHD 	company
NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.	address
148.5	total
. 	O
KAISON FURNISHING SDN BHD 	company
L4-17 (B), LEVEL 4, UP2-01, MELAWATI MALL, 355, JALAN BANDAR MELAWATI, PUSAT BANDAR MELAWATI, 53100 KUALA LUMPUR.	address
7838.8	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
14.9	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
26.1	total
. 	O
GOLDEN KEY MAKER 	company
NO 5, JALAN KENARI 2, BANDAR PUCHONG JAYA, 47100 PUCHONG, SELANGOR	address
21	total
. 	O
ELITETRAX MARKETING SDN BHD 	company
LOT 1F-01&02,1ST FLR,PARADIGM MALL, NO. 1 JALAN SS 7/26A, KELANA JAYA, 47301 PETALING JAYA	address
60	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
12.3	total
. 	O
ANZEL ADVERTISING (M) SDN BHD 	company
UNIT G-5B, GROUND FLOOR, WISMA UOA II, NO 21, JALAN PINANG, 50450 KUALA LUMPUR, MALAYSIA	address
8.5	total
. 	O
TONYMOLY VIVA CITY 	company
UNIT L1-044B, VIVACITY MEGAMALL, JALAN WAN ALWI, 93350 KUCHING, SARAWAK.	address
48.95	total
. 	O
TONYMOLY VIVA CITY 	company
UNIT L1-044B, VIVACITY MEGAMALL, JALAN WAN ALWI, 93350 KUCHING, SARAWAK.	address
39.9	total
. 	O
ANZEL ADVERTISING (M) SDN BHD 	company
UNIT G-5B, GROUND FLOOR, WISMA UOA II, NO 21, JALAN PINANG, 50450 KUALA LUMPUR, MALAYSIA	address
7.4	total
. 	O
TONYMOLY VIVA CITY 	company
UNIT L1-044B, VIVACITY MEGAMALL, JALAN WAN ALWI, 93350 KUCHING, SARAWAK.	address
100.6	total
. 	O
MR. D.I.Y. (KUCHAI) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
119.7	total
. 	O
BEMED (SP) SDN BHD 	company
NO.49, JALAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E.	address
165	total
. 	O
Y SOON FATT S/B 	company
LOT 1504, BATU 8 1/2, JALAN KLANG LAMA, 46000 PETALING JAYA, SELANGOR.	address
362.5	total
. 	O
B & BEST RESTAURANT 	company
NO.12, JALAN SS4C/5,PETALING JAYA SELANGOR DARUL EHSAN	address
7.4	total
. 	O
PREMIO STATIONERY SDN BHD 	company
F-G-01 JALAN SS 6/5B DATARAN GLOMAC. KELANA JAYA 47301 PETALING JAYA. SELANGOR 	address
25.45	total
. 	O
BEMED (SP) SDN. BHD. 	company
NO.49, JALAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E.	address
217	total
. 	O
GOLDEN ARCHES RESTAURANTS SDN BHD 	company
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR	address
29.3	total
. 	O
SEGI CASH & CARRY SDN.BHD 	company
PT17920, SEKSYEN U9, 40150 SHAH ALAM, SELANGOR DARUL EHSAN.	address
20.05	total
. 	O
SEGI CASH & CARRY SDN.BHD 	company
PT17920, SEKSYEN U9, 40150 SHAH ALAM, SELANGOR DARUL EHSAN.	address
12.6	total
. 	O
MEI LET RESTAURANT 	company
NO 2, JALAN BULAN BM U5/BM, SEKSYEN U5, 40150 SHAH ALAM, SELANGOR	address
67.85	total
. 	O
KING'S CONFECTIONERY S/B 	company
LOT NO. G23, GIANT KELANA JAYA LOT PT244, JLN PERBANDARAN SS6/4 PUSAT BANDAR KELANA JAYA, PETALING	address
7.5	total
. 	O
GL HANDICRAFT & TAII ORING 	company
19, JALAN KANCIL, OFF JALAN PUDU, 55100 KUALA LUMPUR MALAYSIA	address
130	total
. 	O
GL HANDICRAFT & TAII ORING 	company
19, JALAN KANCIL, OFF JALAN PUDU, 55100 KUALA LUMPUR MALAYSIA	address
104	total
. 	O
AMPANG 210 FIRST CITY PARKING SDN BHD 	company
A-09-10 PRIMA AVENUE THE TUBE, 1/39, DATARAN PRIMA 47301 PETALING JAYA SELANGOR DE	address
RM7.00 	total
. 	O
YONG SOON FATT S/B 	company
LOT 1504, BATU 8 1/2, JALAN KLANG LAMA, 46000 PETALING JAYA, SELANGOR.	address
758.7	total
. 	O
ARTRANGE STATIONERS & PRINT SDN BHD 	company
44 JALAN SS21/58 DAMANSARA UTAMA 47400 PETALING JAYA 	address
15.4	total
. 	O
TIMES BOOKSTORES 	company
LOT F21 & 22, CITTA MALL NO 1, JLN PJU 1A/4 47301	address
12.37	total
. 	O
YONG CEN ENTERPRISE 	company
9, JALAN SUBANG JASA 3, 40150 SHAH ALAM, SELANGOR.	address
94	total
. 	O
TOKYO KITCHEN (CITTA MALL) TOKYO KITCHEN SDN BHD 	company
G-26, GRD FLOOR,CITTA MALL, NO 1, JALAN PJU, 1A/4B, JLN PJU 1,ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR.	address
113.8	total
. 	O
BEMED (SP) SDN. BHD. 	company
NO.49, JALAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E.	address
635	total
. 	O
BROADVIEW MARKETING SDN BHD 	company
NO. 9-G, JALAN DINAR D U3/D TAMAN SUBANG PERDANA, SEK,U3, 40150 SHAH ALAM,SELANGOR D.E.	address
4.7	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1032-SUBANG PERDANA	address
20.8	total
. 	O
HERO DISTRIBUTION SDN BHD 	company
4243,COMPLEKS PERNIAGAAN SRI GAYA, JLN TMN SUBANG JASA 3, 40150 SELANGOR	address
41.5	total
. 	O
BEMED (SP) SDN. BHD. 	company
NO.49, JALAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E.	address
191.2	total
. 	O
SEGI CASH & CARRY SDN. BHD. 	company
PT17920 SEK U9, SHAH ALAM	address
118.35	total
. 	O
RESTORAN WAN SHENG 	company
NO. 2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
62.8	total
. 	O
IN-SPARKLE TRADING SDN BHD 	company
NO.LOT 24, BATU 11 KAMPUNG DATO, UJANG BALAKONG, 43200 CHERAS, SEL.	address
250	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1214-JINJANG UTARA	address
52.1	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1214-JINJANG UTARA	address
182	total
. 	O
ELKEN SERVICE SDN BHD 	company
NO 2-1 JALAN 3/137B BATU 5 JALAN KELANG LAMA 58000 KUALA LUMPUR 	address
250	total
. 	O
FIVE STAR CASH & CARRY 	company
G.23 & G.22, PLAZA SERI SETIA, NO.1 JALAN SS 9/1, 47300 PJ, SELANGOR.	address
45	total
. 	O
SUPER.SEVEN CASH & CARRY SDN BHD 	company
NO. 1 JALAN EURO 1 OFF JALAN BATU TIGA SUNGAI BULOH SEKSYEN U3 SHAH ALAM,40150	address
RM28.05 	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1214-JINJANG UTARA	address
11.5	total
. 	O
BROADVIEW MARKETING SDN BHD 	company
NO. 9-G, JALAN DINAR D U3/D TAMAN SUBANG PERDANA, SEK,U3, 40150 SHAH ALAM,SELANGOR D.E.	address
18	total
. 	O
BEMED (SP) SDN. BHD. 	company
NO.49, JALAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E.	address
165	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1422-TMN DESA JAYA	address
72.75	total
. 	O
B & BEST RESTAURANT 	company
NO.12,JALAN SS4C/5,PETALING JAYA SELANGOR DARUL EHSAN	address
22.25	total
. 	O
FIVE STAR CASH & CARRY 	company
G.23 & G.22, PLAZA SERI SETIA, NO.1 JALAN SS 9/1, 47300 PJ, SELANGOR.	address
19.8	total
. 	O
S&Y STATIONERY 	company
NO. 36G JALAN BULAN BM U5/BM, BANDAR PINGGIRAN SUBANG, SEKSYEN U5, 40150 SHAH ALAM, SELANGOR.	address
72	total
. 	O
DI HUAN YA RESTAURANT 	company
5,JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA, 81750 JOHOR BAHRU,JOHOR	address
35	total
. 	O
KING'S CONFECTIONERY S/B 	company
NO. 20-A1, JALAN SS6/3, KELANA JAYA, 47301 PETALING JAYA SELANGOR D.E.	address
19.2	total
. 	O
RESTORAN SIAM VILLAGE 	company
NO.8,JALAN PERMAS 10/7, PERMAS JAYA, 81750 JOHOR BAHRU.	address
275.9	total
. 	O
LAVENDER CONFECTIONERY & BAKERY S/B 	company
