LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
NO.41G, JLN SS21/60, DAMANSARA UTAMA, 47400 PJ, SELANGOR.	address
247.55	total
. 	O
ECO-SHOP MARKETING SDN BHD 	company
LOT F1-01, 6, JALAN 8/27A, SEKSYEN 5 WANGSA MAJU, 53300 KUALA LUMPUR, WILAYAH PERSEKUTUAN KUALA LUMPUR, MALAYSIA.	address
16.3	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$8.20 	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$8.70 	total
. 	O
AEON CO. (M) BHD 	company
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR	address
99.9	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$8.70 	total
. 	O
DE MAXIMUM THAI EXPRESS SDN BHD 	company
BLK 2, UNIT G1 & G2, BESTARI TERRACE, LOT PTD 182908 & PTD 143216, JALAN DANGA, TAMAN NUSA BESTARI, 81300	address
30.7	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$8.20 	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$8.90 	total
. 	O
AEON CO. (M) BHD 	company
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR	address
476.8	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$10.30 	total
. 	O
DOMINO'S PIZZA TAMAN UNIVERSITI 	company
30, JLN KEBUDAYAAN 7, TMN UNIVERSITI 81300 SKUDAI, JOHOR	address
6.7	total
. 	O
GERBANG ALAF RESTAURANTS SDN BHD 	company
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETA ING JAYA SELANGOR	address
11.1	total
. 	O
VERBENA CONFECTIONERY SDN BHD 	company
1, JALAN SUTERA TANJUNG 8/4, TMN SUTERA UTAMA, 81300 SKUDAI, JB.	address
75.7	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$6.60 	total
. 	O
DE LUXE CIRCLE FRESH MART SDN BHD 	company
NO. 89&91, JALAN UTAMA, TAMAN MUTIA RINI, 81300 SKUDAI, JOHOR.	address
12	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$10.70 	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$8.40 	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$11.40 	total
. 	O
THE TOAST F&B SDN BHD 	company
LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750 JOHOR BAHRU JOHOR 	address
31	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 31.20 	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 9.00 	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 34.80 	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 34.80 	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 15.40 	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
48.1	total
. 	O
AEON CO. (M) BHD 	company
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR	address
26.1	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
38	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
2.1	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
53.2	total
. 	O
MR. D.I.Y. SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 3.90 	total
. 	O
SHELL ISNI PETRO TRADING 	company
LOT 2685 JLN GENTING KLANG 53300 KL SITE 1066 	address
86	total
. 	O
LIGHTROOM GALLERY SDN BHD 	company
NO: 28,JALAN ASTANA 1C, BANDAR BUKIT RAJA, 41050 KLANG SELANGOR D.E, MALAYSIA	address
73	total
. 	O
LIGHTROOM GALLERY SDN BHD 	company
NO: 28, JALAN ASTANA 1C, BANDAR BUKIT RAJA, 41050 KLANG SELANGOR D.E, MALAYSIA	address
39.8	total
. 	O
HOME MASTER HARDWARE & ELECTRICAL 	company
NO.113G & 115G, JALAN SETIA GEMBILANG U13/BG BANDAR SETIA ALAM, 40170 BANDAR SETIA ALAM, SELANGOR.	address
15.9	total
. 	O
LIGHTROOM GALLERY SDN BHD 	company
NO: 28, JALAN ASTANA 1C, BANDAR BUKIT RAJA, 41050 KLANG SELANGOR D.E, MALAYSIA	address
73	total
. 	O
POPULAR BOOK CO. (M) SDN BHD 	company
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA KL FESTIVAL CITY MALL	address
31.45	total
. 	O
POPULAR BOOK CO. (M) SDN BHD 	company
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA	address
21	total
. 	O
WAHIN HARDWARE SDN BHD 	company
425, JALAN PAHANG, SETAPAK, 53000 KUALA LUMPUR.	address
42.4	total
. 	O
POPULAR BOOK CO. (M) SDN BHD 	company
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA	address
9.65	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS. SETAPAK, 53200, KUALA LUMPUR	address
47.7	total
. 	O
FY EAGLE ENTERPRISE 	company
NO. 42, JALAN PBS 14/11, TAMAN PERINDUSTRIAN BUKIT SERDANG, 43300 SERI KEMBANGAN, SELANGOR	address
7	total
. 	O
MR. D.I.Y. (KUCHAI) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
37.8	total
. 	O
MR. D.I.Y. SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
9.9	total
. 	O
IKANO HANDEL SDN BHD 	company
NO 2A JALAN COCHRANE TAMAN MALURI 55100 KUALA LUMPUR 	address
538	total
. 	O
IKANO HANDEL SDN BHD 	company
NO 2A JALAN COCHRANE TAMAN MALURI 55100 KUALA LUMPUR 	address
99.8	total
. 	O
TRI SHAAS SDN BHD 	company
4-20, JALAN RIA 25/62 TAMAN SRI MUDA SEKSYEN 25, 40400 SHAH ALAM SELANGOR	address
5	total
. 	O
TRI SHAAS SDN BHD 	company
4-20, JALAN RIA 25/62 TAMAN SRI MUDA SEKSYEN 25, 40400 SHAH ALAM SELANGOR	address
85.1	total
. 	O
AEON CO. (M) BHD 	company
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR	address
5.9	total
. 	O
AEON CO. (M) BHD. 	company
3 FLOOR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR	address
5.9	total
. 	O
ADVANCO COMPANY 	company
NO 1&3, JALAN WANGSA DELIMA 12, WANGSA LINK, WANGSA MAJU, 53300 KUALA LUMPUR	address
83	total
. 	O
SWEET FOREST CAFE 	company
NO 21, JLN BUNGA KANTAN TAMAN P. RAMLEE SETAPAK 53000 KUALA LUMPUR	address
30.3	total
. 	O
LIM SENG THO HARDWARE TRADING 	company
NO 7. SIMPANG OFF BATU VILLAGE, JALAN IPOH BATU 5, 51200 KUALA LUMPUR MALAYSIA	address
7	total
. 	O
LIM SENG THO HARDWARE TRADING 	company
NO 7, SIMPANG OFF BATU VILLAGE, JALAN IPOH BATU 5, 51200 KUALA LUMPUR MALAYSIA	address
7	total
. 	O
ZAWIAJAYA FOOD N BEVERAGE SDN BHD 	company
106-107, LEVEL 1 THE MINES MALL SERDANG SRI KEMBANGAN, 43300 SELANGOR DARUL EHSAN.	address
48.15	total
. 	O
BEYOND BROTHERS HARDWARE 	company
LOT 1-0-2, JLN 1/50, DIAMOND SQUARE, OFF JLN GOMBAK 53000 KUALA LUMPUR	address
599.45	total
. 	O
LIM SENG THO HARDWARE TRADING 	company
NO 7, SIMPANG OFF BATU VILLAGE, JALAN IPOH BATU 5, 51200 KUALA LUMPUR MALAYSIA	address
6	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
44.73	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
93.07	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
465.34	total
. 	O
SUN VICTORY SDN BHD 	company
LEVEL G2, BLOCK D1, SOLARIS DUTAMAS, NO.1, JALAN DUTAMAS 1, 50480 KUALA LUMPUR	address
RM4.00 	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
2.12	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
116.28	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
94.87	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
13.25	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
23.32	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
270.3	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
7.95	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
82.68	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
74.2	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
60.95	total
. 	O
TRI SHAAS SDN BHD 	company
4-20, JALAN RIA 25/62 TAMAN SRI MUDA SEKSYEN 25, 40400 SHAH ALAM SELANGOR	address
21.4	total
. 	O
ASO ELECTRICAL TRADING SDN BHD 	company
NO 31G, JALAN SEPADU C 25/C, SECTION 25, TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM, SELANGIR.	address
248.05	total
. 	O
FARMASI MALURI S/B 	company
23, JIN BURUNG JENTAYU, TMN BUKIT MALURI, KEPONG, 52100 KL.	address
79.35	total
. 	O
BEYOND BROTHERS HARDWARE 	company
LOT 1-0-2, JLN 1/50, DIAMOND SQUARE, OFF JLN GOMBAK 53000 KUALA LUMPUR	address
63.6	total
. 	O
RESTORAN IBRAHIM MAJU SB 	company
NO.2, GROUND FLOOR, JALAN REKO SENTRAL 8 TAMAN REKO SENTRAL, 43000 KAJANG SELANGOR DE	address
5.3	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
9.6	total
. 	O
RSTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
6	total
. 	O
GERBANG ALAF RESTAURANTS SDN BHD 	company
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR	address
25.4	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
2.3	total
. 	O
RESTORAN WAN SHENG 	company
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR	address
7	total
. 	O
HAPPY SNACKS ENTERPRISE 	company
19 & 19A, JALAN MERANTI 2A, SEKSYEI BANDAR BARU BATANG KALI, 44300	address
26.82	total
. 	O
GERBANG ALAF RESTAURANTS SDN BHD 	company
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR	address
8.5	total
. 	O
GERBANG ALAF RESTAURANTS SDN BHD 	company
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR	address
13.1	total
. 	O
MIZU MENTAI SDN. BHD. 	company
NO: 1-1&2 GROUND FLOOR, JLN TEMENGGUNG 13/9, 43200 CHERAS SELANGOR	address
65.55	total
. 	O
PAPPARICH BMC 	company
JALAN TEMENGGUNG 23/9 BANDAR MAHKOTA CHERAS 43200 SELANGOR DARUL EHSAN, MALAYSIA	address
72.93	total
. 	O
KHE ELECTRICAL TRADING 	company
33-G JALAN MAJU 3/1 TAMAN LEMBAH MAJU CHERAS, 56100 KL	address
101.75	total
. 	O
SWC ENTERPRISE SDN BHD 	company
5-7, JALAN MAHAGONI 7/1 SEKSYEN 4, BANDAR UTAMA, 44300 BATANG KALI, SELANGOR	address
30	total
. 	O
L TWO FLORIST & HANDICRAFT 	company
NO.49, JALAN MAHAGONI 7/2, SEKSYEN 4 BANDAR UTAMA, 44300 BATANG KALI, SELANGOR.	address
9	total
. 	O
WATSON'S PERSONAL CARE STORES SDN BHD 	company
USJ SUMMIT, SUBANG (SS)	address
RM41.45 	total
. 	O
POPULAR BOOK CO. (M) SDN BHD 	company
NO 8, JALAN 7/118B, DESA TAN RAZAH 56000 KUALA LUMPUR, MALAYSIA KSL CITY	address
14.65	total
. 	O
GERBANG ALAF RESTAURANTS SDN BHD 	company
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR	address
28.5	total
. 	O
99 SPEED MART S/B 	company
LOT P. T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1934-LAMAN RIMBUNAN	address
3.7	total
. 	O
FUN N CHEER (MALURI) 	company
LOT 37636 , JALAN 6/37A, TAMAN BUKIT MALURI , 52100 KUALA LUMPUR	address
29.8	total
. 	O
GOLDEN SCOOP SDN BHD 	company
A-16-1, TOWER A, NORTHPOINT OFFICE, MID VALLEY CITY, NO1, MEDAN SYED PUTRA UTARA KUALA LUMPUR MALAYSIA	address
21.5	total
. 	O
TK DIVISION KITCHEN SDN BHD 	company
19-1. JALAN MALINJA 2, TAMAN BUNGA RAYA, 53100 SETAPAK, KUALA LUMPUR.	address
RM 29.70 	total
. 	O
CT281 - TEALIVE SHELL KEPONG OTTOGO ENTERPRISE 	company
SHELL STATION PT15944, MUKIM BATU, JLN BESAR KEPONG	address
RM8.60 	total
. 	O
99 SPEED MART S/B 	company
LOT P. T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1181-TMN SRI SINAR	address
213	total
. 	O
SUNFISH 	company
22 LRG PERUSAHAAN 4 KIMPAL INDS.PARK B.CAVES 	address
28.7	total
. 	O
NADEJE PRESTIGE SDN BHD 	company
LOT NO. : G1 . 116A,GROUND FLOOR , SUNWAY PYRAMID , NO.3, JALAN PJS 11/15, BANDAR SUNWAY , 47500 PETALING JAYA.	address
RM39.00 	total
. 	O
99 SPEED MART S/B 	company
LOT P. T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1362-JLN DEVELOPMENT	address
108.5	total
. 	O
MR . DAKGALBI SOLARIS 	company
NO.J-G-02, SOHO KI, SOLARIS MONT KIERA, 50 480 KL	address
71	total
. 	O
KING'S CONFECTIONERY S/B 	company
NO.41, JALAN SERI BINTANG 2 TAMAN SRI BINTANG, 52100 KUALA LUMPUR.	address
25.15	total
. 	O
THE STORE (MALAYSIA) SDN BHD 	company
LOT 34817 JALAN BATU AMBAR TAMAN KOK LIAN 51200 KUALA LUMPUR,	address
35.8	total
. 	O
YAM FRESH 	company
NO. 145G, JALAN RIMBUNAN RAYA 1, LAMAN RIMBUNAN KEPONG, 52100 KUALA LUMPUR	address
RM29.30 	total
. 	O
LITTLE CRAVINGS SDN BHD 	company
 HQ: 7, JLN SS21/34, 47400 PJ 	address
RM53.60 	total
. 	O
POPULAR BOOK CO. (M) SDN BHD 	company
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA AMPANG POINT CENTRE	address
11.8	total
. 	O
KEDAI PAPAN YEW CHUAN 	company
LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.	address
174.9	total
. 	O
KEDAI PAPAN YEW CHUAN 	company
LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.	address
174.9	total
. 	O
KEDAI PAPAN YEW CHUAN 	company
LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.	address
101.76	total
. 	O
KEDAI PAPAN YEW CHUAN 	company
LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.	address
127.2	total
. 	O
MY HAPPY PHARMACY PLT 	company
NO 12 GF, JALAN MAMANDA 5, TAMAN DATO AHMAD RAZALI, JALAN AMPANG, 68000 AMPANG, SELANGOR.	address
20.5	total
. 	O
DOMMAL FOOD SERVICES SDN BHD 	company
D-08, M AVENUE , JLN 1 / 38A SEGAMBUT BAHAGIA 51200 KUALA LUMPUR	address
60.6	total
. 	O
GUARDIAN HEALTH AND BEAUTY SDN BHD 	company
GUARDIAN GIANT BREM MALL G-19 LEVEL G BREM MALL 	address
12	total
. 	O
ZEN AND COFFEE 28 S/B 	company
NO 53, JALAN 3/62A, BANDAR MENJALARA, 52200 KUALA LUMPUR.	address
105	total
. 	O
MR. D. I. Y. (KUCHAI) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
53.3	total
. 	O
BHPETROL SUBANG AIRPORT 	company
JALAN LAPANGAN TERBANG SUBANG 47200 SUBANG SELANGOR 	address
41.95	total
. 	O
SLF CASH & CARRY 	company
NO.15, JLN TSJ2,TMN SUBANG JASA, OFF JLN BT 3 SUBANG, 40000 SHAH ALAM, SEL.	address
48	total
. 	O
SLF CASH & CARRY 	company
NO. 15. JLN TSJ2,TMN SUBANG JASA, OFF JLN BT 3 SUBANG. 40000 SHAH ALAM. SEL.	address
21.2	total
. 	O
BILLION SIX ENTERPRISE 	company
NO 3, JALAN TAMAN JAS'A 2; . SECTION U6, 40150 SHAH ALAM.	address
63.8	total
. 	O
BHPETROL PALEKBANG 	company
LOT 1626, MUKIM KAMPUNG LAUT TUMPAT 16200 PALEKBANG, KELANTAN	address
6	total
. 	O
SUPER SEVEN CASH & CARRY SDN BHD 	company
NO. 1 JALAN EURO 1 OFF JALAN BATU TIGA SUNGAI BULOH SEKSYEN U3 SHAH ALAM, 40150	address
RM367.10 	total
. 	O
KMF FOODICIOUS SDN BHD 	company
NO. 9-G, JALAN PERUBATAN 2, PANDAN INDAH, 55100 KUALA LUMPUR.	address
31	total
. 	O
URBAN IDEA SDN BHD 	company
A-G-06, DATARAN GLOMAC, JALAN SS6/5A, PUSAT BANDAR KELANA JAYA, 47301 PETALING JAYA, SELANGOR, MALAYSIA	address
RM22.65 	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR	address
45.35	total
. 	O
YONG CEN ENTERPRISE 	company
9, JALAN SUBANG JASA 3, 40150 SHAN ALAM, SELANGOR.	address
63.35	total
. 	O
AEON CO. (M) BHD 	company
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR	address
31	total
. 	O
TSH POWER HARDWARE TRADING 	company
13-1, JALAN PJU 5/10, DATARAN SUNWAY, KOTA DAMANSARA, 47810, PETALING JAYA, SELANGOR	address
8	total
. 	O
POPULAR BOOK CO. (M) SDN BHD 	company
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSI.	address
5.75	total
. 	O
MR. D.I.Y. (KUCHAI) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
45	total
. 	O
AEON CO. (M) BHD 	company
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR	address
42.5	total
. 	O
